SpeciesName,longitude,latitude,Bio1,Bio12,TempMin,TempMax,PrecMin,PrecMax
Amaranthus_cruentus_L.,12.346,37.914,178,451,40,300,300,2800
Amaranthus_cruentus_L.,21.01,40.602,87,802,40,300,300,2800
Amaranthus_cruentus_L.,12.316,37.933,176,445,40,300,300,2800
Amaranthus_cruentus_L.,43.851,42.206,82,815,40,300,300,2800
Amaranthus_cruentus_L.,-7.366,43.496,128,989,40,300,300,2800
Amaranthus_cruentus_L.,20.716,40.9,107,863,40,300,300,2800
Amaranthus_cruentus_L.,9.133,39.533,156,495,40,300,300,2800
Amaranthus_cruentus_L.,45.718,42.004,102,794,40,300,300,2800
Amaranthus_cruentus_L.,16.566,40.283,160,580,40,300,300,2800
Amaranthus_cruentus_L.,42.649,42.629,64,1118,40,300,300,2800
Amaranthus_cruentus_L.,10.9,42.366,151,510,40,300,300,2800
Amaranthus_cruentus_L.,-7.634,43.496,108,1199,40,300,300,2800
Amaranthus_cruentus_L.,45.386,41.492,121,587,40,300,300,2800
Amaranthus_cruentus_L.,19.817,41.317,147,1188,40,300,300,2800
Amaranthus_cruentus_L.,23.104,41.889,121,496,40,300,300,2800
Amaranthus_cruentus_L.,19.819,41.328,147,1188,40,300,300,2800
Amaranthus_cruentus_L.,14.816,38.55,166,639,40,300,300,2800
Amaranthus_cruentus_L.,-105.084,40.559,88,377,40,300,300,2800
Amaranthus_cruentus_L.,-84.033,10.011,180,2682,40,300,300,2800
Amaranthus_cruentus_L.,-84.142,9.917,211,1958,40,300,300,2800
Amaranthus_cruentus_L.,24.085,61.502,35,592,40,300,300,2800
Amaranthus_cruentus_L.,22.984,61.294,36,622,40,300,300,2800
Amaranthus_cruentus_L.,25.926,62.605,27,624,40,300,300,2800
Amaranthus_spp.,-77.353,4.956,259,6711,100,350,750,6000
Amaranthus_spp.,-69.95,-4.121,259,2885,100,350,750,6000
Amaranthus_spp.,-75.9,5.398,179,2535,100,350,750,6000
Amaranthus_spp.,-75.569,4.738,145,2294,100,350,750,6000
Amaranthus_spp.,-74.417,4.867,177,1689,100,350,750,6000
Amaranthus_spp.,-74.699,3.813,203,1958,100,350,750,6000
Amaranthus_spp.,-85.35,10.8,212,2683,100,350,750,6000
Amaranthus_spp.,-84.22,9.77,223,2421,100,350,750,6000
Amaranthus_spp.,-84.458,10.089,209,2526,100,350,750,6000
Amaranthus_spp.,-83.972,10.4,260,4070,100,350,750,6000
Amaranthus_spp.,-84.189,9.919,225,1932,100,350,750,6000
Amaranthus_spp.,-83.201,8.671,257,4023,100,350,750,6000
Ammandra_natalia,117.56,-35.05,156,967,80,360,500,1500
Ammandra_natalia,117.33,-34.96,153,1011,80,360,500,1500
Ammandra_natalia,115.167,-34.317,168,1034,80,360,500,1500
Ammandra_natalia,116.767,-34.833,151,1031,80,360,500,1500
Ammandra_natalia,116.95,-34.98,157,1097,80,360,500,1500
Ammandra_natalia,116.017,-34.467,148,1139,80,360,500,1500
Ammandra_natalia,117.93,-34.68,150,705,80,360,500,1500
Ammandra_natalia,117.933,-34.683,150,705,80,360,500,1500
Ammandra_natalia,117.867,-34.667,148,714,80,360,500,1500
Ammandra_natalia,117.35,-34.85,155,938,80,360,500,1500
Ammandra_natalia,115.1,-34.2,166,1050,80,360,500,1500
Ammandra_natalia,116.083,-34.417,148,1139,80,360,500,1500
Ammandra_natalia,117.854,-35.056,159,881,80,360,500,1500
Ammandra_natalia,117.967,-35.05,160,856,80,360,500,1500
Ammandra_natalia,115.017,-34.067,165,1069,80,360,500,1500
Ammandra_natalia,115.18,-34.16,166,1032,80,360,500,1500
Ammandra_natalia,116.1,-34.083,146,880,80,360,500,1500
Ammandra_natalia,116.15,-34.25,147,1010,80,360,500,1500
Ammandra_natalia,115.86,-34.41,148,1115,80,360,500,1500
Ammandra_natalia,116.033,-34.45,148,1139,80,360,500,1500
Ammophila_arenaria_(L.)Link,150.858,-32.33,173,649,150,340,1300,4000
Ammophila_arenaria_(L.)Link,32.375,-28.625,217,1182,150,340,1300,4000
Ammophila_arenaria_(L.)Link,31.625,-27.875,191,842,150,340,1300,4000
Ammophila_arenaria_(L.)Link,32.875,-27.125,224,920,150,340,1300,4000
Ammophila_arenaria_(L.)Link,30.875,-29.875,201,964,150,340,1300,4000
Ammophila_arenaria_(L.)Link,23.625,-19.875,223,453,150,340,1300,4000
Ammophila_arenaria_(L.)Link,23.375,-19.875,224,459,150,340,1300,4000
Ammophila_arenaria_(L.)Link,32.375,-27.625,221,776,150,340,1300,4000
Ammophila_arenaria_(L.)Link,23.375,-19.125,222,477,150,340,1300,4000
Ammophila_arenaria_(L.)Link,23.375,-19.625,223,462,150,340,1300,4000
Ammophila_arenaria_(L.)Link,21.875,-18.375,221,526,150,340,1300,4000
Ammophila_arenaria_(L.)Link,23.125,-19.125,222,471,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.51,-12.65,279,1437,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.989,-12.289,270,1184,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.157,-12.583,272,1487,150,340,1300,4000
Ammophila_arenaria_(L.)Link,148.55,-20.11,235,1204,150,340,1300,4000
Ammophila_arenaria_(L.)Link,144.16,-14.55,262,1182,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.96,-12.45,274,1613,150,340,1300,4000
Ammophila_arenaria_(L.)Link,145.13,-15,256,1628,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.58,-12.65,279,1437,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.3,-12.14,274,1490,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.76,-12.2,268,1454,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.53,-12.85,279,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.682,-13.76,270,1190,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.38,-12.4,278,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,141.56,-15.33,269,1247,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.7,-11.95,270,1400,150,340,1300,4000
Ammophila_arenaria_(L.)Link,143.93,-14.78,262,1107,150,340,1300,4000
Ammophila_arenaria_(L.)Link,128.085,-15.629,289,746,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.18,-15.91,268,769,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.48,-15.88,272,929,150,340,1300,4000
Ammophila_arenaria_(L.)Link,133.067,-12.3,279,1445,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.26,-12.16,268,1239,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.66,-12.46,274,1636,150,340,1300,4000
Ammophila_arenaria_(L.)Link,142.45,-10.967,265,1761,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.883,-12.667,279,1464,150,340,1300,4000
Ammophila_arenaria_(L.)Link,128.45,-14.83,288,895,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.401,-12.099,269,1226,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.53,-12.88,279,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.233,-12.6,272,1422,150,340,1300,4000
Ammophila_arenaria_(L.)Link,152.017,-24.55,219,1116,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.53,-12.65,279,1437,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.41,-12.56,278,1422,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.317,-12.55,273,1395,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.53,-12.26,278,1428,150,340,1300,4000
Ammophila_arenaria_(L.)Link,145.133,-16.517,235,1651,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.23,-12.36,273,1481,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.1,-13.233,272,1322,150,340,1300,4000
Ammophila_arenaria_(L.)Link,144.16,-14.56,262,1182,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.48,-13.61,276,1293,150,340,1300,4000
Ammophila_arenaria_(L.)Link,126.6,-14.2,275,1095,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.711,-12.102,278,1419,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.951,-12.382,279,1461,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.918,-12.499,271,1321,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.945,-12.175,270,1179,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.663,-12.341,275,1389,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.709,-12.47,275,1379,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.136,-12.323,276,1398,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.588,-13.165,274,1405,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.798,-11.739,276,1341,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.296,-12.439,270,1349,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.388,-13.274,275,1367,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.747,-12.274,278,1445,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.538,-12.32,274,1406,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.659,-12.449,275,1379,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.919,-11.7,276,1324,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.668,-11.832,277,1359,150,340,1300,4000
Ammophila_arenaria_(L.)Link,137.768,-16.349,268,1005,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.243,-12.349,273,1481,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.989,-12.44,271,1183,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.261,-13.248,275,1392,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.564,-12.674,279,1432,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.412,-13.023,275,1441,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.167,-12.422,277,1409,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.632,-12.312,275,1398,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.512,-12.872,279,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.944,-12.395,279,1461,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.872,-14.361,280,1088,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.082,-12.941,271,1389,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.687,-12.449,275,1379,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.566,-12.577,278,1440,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.74,-14.022,279,1158,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.98,-12.207,270,1179,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.301,-12.132,274,1490,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.886,-12.081,277,1399,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.992,-12.377,276,1388,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.204,-13.2,276,1391,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.613,-12.12,270,1191,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.263,-12.273,271,1217,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.408,-13.29,275,1367,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.341,-15.304,274,858,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.212,-12.519,277,1405,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.668,-12.465,274,1650,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.947,-12.168,270,1179,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.837,-12.257,270,1178,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.709,-12.499,275,1379,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.54,-12.15,277,1411,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.424,-12.097,270,1212,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.292,-13.224,275,1392,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.99,-12.433,271,1183,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.953,-14.664,279,1042,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.884,-12.069,277,1399,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.327,-12.342,277,1410,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.501,-12.849,279,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.189,-12.37,277,1402,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.706,-12.102,278,1419,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.974,-12.22,270,1179,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.847,-12.17,278,1442,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.938,-12.399,276,1388,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.26,-13.152,275,1416,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.564,-13.699,275,1277,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.952,-12.189,270,1179,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.363,-12.874,275,1490,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.865,-12.02,277,1399,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.763,-12.174,279,1437,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.918,-13.994,278,1198,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.964,-12.475,271,1183,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.418,-12.582,278,1430,150,340,1300,4000
Ammophila_arenaria_(L.)Link,137.734,-16.265,268,1016,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.269,-12.399,274,1443,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.239,-12.224,271,1232,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.843,-11.724,276,1334,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.391,-14.087,275,1183,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.957,-13.144,272,1190,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.788,-13.999,279,1185,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.59,-12.698,279,1440,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.749,-12.283,278,1445,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.789,-14.049,279,1160,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.821,-12.153,277,1422,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.789,-13.973,279,1185,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.419,-12.875,278,1410,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.663,-12.724,279,1440,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.813,-11.724,276,1341,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.929,-11.394,271,1664,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.245,-12.606,272,1422,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.08,-12.872,272,1414,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.369,-12.828,275,1520,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.017,-12.392,276,1394,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.933,-15.925,281,786,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.409,-12.452,278,1421,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.971,-12.302,276,1389,150,340,1300,4000
Ammophila_arenaria_(L.)Link,133.727,-11.976,273,1265,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.09,-11.241,274,1337,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.693,-12.406,275,1386,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.338,-12.899,275,1490,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.889,-14.224,279,1128,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.235,-12.999,275,1462,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.465,-13.048,275,1436,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.932,-11.67,276,1324,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.904,-12.662,280,1466,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.098,-12.336,273,1519,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.251,-13.465,276,1329,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.398,-12.344,269,1377,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.7,-12.454,275,1379,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.738,-11.83,277,1359,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.918,-12.399,274,1602,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.395,-12.566,278,1422,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.291,-12.949,275,1461,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.304,-12.563,273,1395,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.485,-12.425,278,1429,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.459,-12.92,275,1460,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.758,-12.482,275,1381,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.862,-12.42,279,1465,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.601,-12.315,275,1398,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.414,-13.224,275,1389,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.491,-12.245,278,1415,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.421,-13.973,271,1229,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.351,-12.399,274,1421,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.872,-12.625,280,1466,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.701,-11.949,270,1400,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.239,-13.157,275,1420,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.884,-11.852,276,1363,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.916,-14.248,279,1128,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.413,-13.198,275,1389,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.551,-12.849,279,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.965,-14.173,279,1132,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.932,-12.395,274,1602,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.695,-12.43,275,1379,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.129,-12.302,276,1398,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.853,-12.421,274,1667,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.918,-12.382,274,1602,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.89,-12.654,280,1466,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.858,-13.75,278,1230,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.537,-12.847,279,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.185,-12.949,275,1462,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.764,-12.073,278,1401,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.24,-13.155,275,1420,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.464,-13.724,276,1275,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.538,-12.217,271,1195,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.442,-14.077,271,1275,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.301,-12.632,273,1380,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.215,-12.273,272,1227,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.173,-12.336,277,1402,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.859,-12.299,279,1457,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.149,-13.068,270,1217,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.662,-12.245,270,1187,150,340,1300,4000
Ammophila_arenaria_(L.)Link,137.751,-16.282,268,1019,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.462,-12.898,275,1490,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.546,-12.3,274,1406,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.663,-12.074,270,1197,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.865,-11.699,276,1334,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.715,-12.299,278,1445,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.518,-12.899,279,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.654,-12.355,275,1389,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.835,-12.349,279,1465,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.402,-12.097,269,1226,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.668,-12.019,270,1192,150,340,1300,4000
Ammophila_arenaria_(L.)Link,133.026,-16.159,265,719,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.878,-12.422,275,1386,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.919,-11.782,276,1336,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.947,-12.352,276,1388,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.467,-13.198,275,1386,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.717,-11.827,277,1359,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.441,-12.297,274,1420,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.614,-12.729,279,1440,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.739,-12.546,275,1370,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.239,-12.247,271,1232,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.719,-12.017,278,1403,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.024,-12.486,271,1191,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.288,-13.128,275,1416,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.388,-13.174,275,1389,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.542,-12.65,279,1437,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.759,-12.302,279,1451,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.98,-12.204,270,1179,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.59,-12.674,279,1440,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.192,-13.149,275,1420,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.503,-12.072,270,1203,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.318,-17.715,265,579,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.358,-12.52,278,1422,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.638,-12.098,270,1191,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.165,-11.283,272,1584,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.141,-11.126,274,1344,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.067,-12.497,275,1400,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.453,-12.914,278,1410,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.623,-12.321,275,1398,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.796,-16.121,282,753,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.564,-12.699,279,1432,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.501,-12.482,278,1444,150,340,1300,4000
Ammophila_arenaria_(L.)Link,133.051,-12.332,279,1445,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.955,-13.147,272,1190,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.336,-13.152,275,1417,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.946,-12.171,270,1179,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.203,-12.369,277,1402,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.001,-12.499,271,1191,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.493,-12.347,274,1406,150,340,1300,4000
Ammophila_arenaria_(L.)Link,136.825,-12.427,269,1390,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.215,-13.174,276,1391,150,340,1300,4000
Ammophila_arenaria_(L.)Link,134.964,-12.186,270,1179,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.538,-12.574,278,1440,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.336,-12.919,275,1464,150,340,1300,4000
Ammophila_arenaria_(L.)Link,129.797,-16.121,282,753,150,340,1300,4000
Ammophila_arenaria_(L.)Link,135.901,-13.224,272,1170,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.492,-12.347,278,1426,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.955,-12.432,278,1466,150,340,1300,4000
Ammophila_arenaria_(L.)Link,131.237,-12.501,273,1439,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.867,-11.77,277,1344,150,340,1300,4000
Ammophila_arenaria_(L.)Link,130.261,-13.002,275,1440,150,340,1300,4000
Ammophila_arenaria_(L.)Link,132.342,-12.322,276,1419,150,340,1300,4000
